a_k,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'a_k', 'count': 1, 'forms': [{'start_char': 0, 'form': 'a_k', 'end_char': 3}], 'relevance': 0.7723944280161202}]"
x(t),,False,[]
x(t),,False,[]
\sin(\cdot),,False,"[{'tag_name': 'ASPECT', 'parsed_value': '\\sin(\\cdot', 'count': 1, 'forms': [{'start_char': 0, 'form': '\\sin(\\cdot', 'end_char': 10}], 'relevance': 0.2801200268553405}]"
\omega = \pm 3\pi,,False,"[{'tag_name': 'ASPECT', 'parsed_value': '\\pm', 'count': 1, 'forms': [{'start_char': 9, 'form': '\\pm', 'end_char': 12}], 'relevance': 0.5264488798576245}]"
\omega = \pm 9\pi,,False,"[{'tag_name': 'ASPECT', 'parsed_value': '\\pm', 'count': 1, 'forms': [{'start_char': 9, 'form': '\\pm', 'end_char': 12}], 'relevance': 0.5264488798576245}]"
"\gcd(3\pi,9\pi) = 3\pi",,False,"[{'tag_name': 'ASPECT', 'parsed_value': '\\gcd(3\\pi,9\\pi', 'count': 1, 'forms': [{'start_char': 0, 'form': '\\gcd(3\\pi,9\\pi', 'end_char': 14}], 'relevance': 0.2801200268553405}]"
\omega_0 = 3\pi,,False,"[{'tag_name': 'ASPECT', 'parsed_value': '\\omega_0', 'count': 1, 'forms': [{'start_char': 0, 'form': '\\omega_0', 'end_char': 8}], 'relevance': 0.2801200268553405}]"
"\begin{align*}x(t) &= \left ( \frac{e^{j3\pi t} - e^{-j3\pi t}}{2j} \right )^3 \nonumber\\
   &=  \frac{1}{-8j} \left( e^{j9\pi t} - 3 e^{j6\pi t} e^{-j3\pi t}
  + 3 e^{j3\pi t} e^{-j6\pi t}- e^{-j9\pi t}\right)  \nonumber\\
   &=   \frac{j}{8} e^{j9\pi t} +  \frac{-3j}{8}
e^{j3\pi t}
  +  \frac{3j}{8} e^{-j3\pi t} + \frac{-j}{8} e^{-j9\pi t}\end{align*}",,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'e^{-j3\\pi t', 'count': 2, 'forms': [{'start_char': 148, 'form': 'e^{-j3\\pi t', 'end_char': 159}, {'start_char': 309, 'form': 'e^{-j3\\pi t', 'end_char': 320}], 'relevance': 0.30311272758519975}, {'tag_name': 'ASPECT', 'parsed_value': 'e^{j3\\pi t', 'count': 2, 'forms': [{'start_char': 168, 'form': 'e^{j3\\pi t', 'end_char': 178}, {'start_char': 278, 'form': 'e^{j3\\pi t', 'end_char': 288}], 'relevance': 0.30311272758519975}, {'tag_name': 'ASPECT', 'parsed_value': 'e^{j9\\pi t', 'count': 2, 'forms': [{'start_char': 120, 'form': 'e^{j9\\pi t', 'end_char': 130}, {'start_char': 248, 'form': 'e^{j9\\pi t', 'end_char': 258}], 'relevance': 0.30311272758519975}, {'tag_name': 'ASPECT', 'parsed_value': '\\begin{align*}x(t', 'count': 1, 'forms': [{'start_char': 0, 'form': '\\begin{align*}x(t', 'end_char': 17}], 'relevance': 0.280553352449435}, {'tag_name': 'ASPECT', 'parsed_value': 'e^{-j9\\pi t}\\right', 'count': 1, 'forms': [{'start_char': 194, 'form': 'e^{-j9\\pi t}\\right', 'end_char': 212}], 'relevance': 0.2752909108978716}, {'tag_name': 'ASPECT', 'parsed_value': 'e^{j6\\pi t', 'count': 1, 'forms': [{'start_char': 136, 'form': 'e^{j6\\pi t', 'end_char': 146}], 'relevance': 0.2752909108978716}, {'tag_name': 'ASPECT', 'parsed_value': 'e^{-j3\\pi t}}{2j', 'count': 1, 'forms': [{'start_char': 50, 'form': 'e^{-j3\\pi t}}{2j', 'end_char': 66}], 'relevance': 0.2752909108978716}, {'tag_name': 'ASPECT', 'parsed_value': '\\nonumber\\\\', 'count': 2, 'forms': [{'start_char': 79, 'form': '\\nonumber\\\\', 'end_char': 90}, {'start_char': 215, 'form': '\\nonumber\\\\', 'end_char': 226}], 'relevance': 0.2675008022254197}, {'tag_name': 'ASPECT', 'parsed_value': 'e^{-j9\\pi t}\\end{align', 'count': 1, 'forms': [{'start_char': 337, 'form': 'e^{-j9\\pi t}\\end{align', 'end_char': 359}], 'relevance': 0.26700039673175197}, {'tag_name': 'ASPECT', 'parsed_value': '\\frac{1}{-8j', 'count': 1, 'forms': [{'start_char': 99, 'form': '\\frac{1}{-8j', 'end_char': 111}], 'relevance': 0.25748494821798157}]"
"<div class=""panel panel-default""><div class=""panel-heading""><strong>EXAMPLE:</strong>&nbsp; Fourier Series without Integration</div><div class=""panel-body"">
 
  Determine the Fourier Series coefficients of the signal:
 \[
   x(t) = \sin^3 (3\pi t)
 \]
Solution:
  There are two ways to get the \(a_k\) coefficients:
   plug \(x(t)\) into the Fourier integral
  <a class=""flink bkeq"" ref=""eq-Fourier-Series-analysis""><span ref=""eq-Fourier-Series-analysis"" class=""glyphicon glyphicon-option-horizontal"" aria-hidden=""true""></span></a>, or use the inverse Euler
  formula to expand \(x(t)\) into a sum of complex exponentials.
  It is far easier to use the latter approach.
 Using the inverse Euler formula for \(\sin(\cdot)\), we get the following
 expansion of  the sine-cubed  function:
 <div class=""equation"" id=""eq-expand-sine-cubed"">\(\begin{aligned}x(t) &= \left ( \frac{e^{j3\pi t} - e^{-j3\pi t}}{2j} \right )^3 \nonumber\\
   &=  \frac{1}{-8j} \left( e^{j9\pi t} - 3 e^{j6\pi t} e^{-j3\pi t}
  + 3 e^{j3\pi t} e^{-j6\pi t}- e^{-j9\pi t}\right)  \nonumber\\
   &=   \frac{j}{8} e^{j9\pi t} +  \frac{-3j}{8}
e^{j3\pi t}
  +  \frac{3j}{8} e^{-j3\pi t} + \frac{-j}{8} e^{-j9\pi t}\end{aligned}\)</div>
 We see that <a class=""flink bkeq"" ref=""eq-expand-sine-cubed""><span ref=""eq-expand-sine-cubed"" class=""glyphicon glyphicon-option-horizontal"" aria-hidden=""true""></span></a> contains four
 frequencies: \(\omega = \pm 3\pi\) and \(\omega = \pm 9\pi\) rad/s.
  Since \(\gcd(3\pi,9\pi) = 3\pi\), the fundamental frequency
  is \(\omega_0 = 3\pi\) rad/sec.",,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'fourier series', 'count': 1, 'forms': [{'start_char': 92, 'form': 'Fourier Series', 'end_char': 106}], 'relevance': 0.7380166241141499}, {'tag_name': 'ASPECT', 'parsed_value': '\\pm', 'count': 2, 'forms': [{'start_char': 1436, 'form': '\\pm', 'end_char': 1439}, {'start_char': 1462, 'form': '\\pm', 'end_char': 1465}], 'relevance': 0.5264488798576245}, {'tag_name': 'OPINION', 'parsed_value': 'complex exponential', 'count': 1, 'forms': [{'start_char': 611, 'form': 'complex exponentials', 'end_char': 631}], 'relevance': 0.5030923204765121}, {'tag_name': 'ASPECT', 'parsed_value': 'fourier series coefficient', 'count': 1, 'forms': [{'start_char': 177, 'form': 'Fourier Series coefficients', 'end_char': 204}], 'relevance': 0.4849379041802827}, {'tag_name': 'ASPECT', 'parsed_value': 'class=""glyphicon glyphicon', 'count': 2, 'forms': [{'start_char': 464, 'form': 'class=""glyphicon glyphicon', 'end_char': 490}, {'start_char': 1319, 'form': 'class=""glyphicon glyphicon', 'end_char': 1345}], 'relevance': 0.4747231709759135}, {'tag_name': 'ASPECT', 'parsed_value': 'class=""flink bkeq', 'count': 2, 'forms': [{'start_char': 373, 'form': 'class=""flink bkeq', 'end_char': 390}, {'start_char': 1240, 'form': 'class=""flink bkeq', 'end_char': 1257}], 'relevance': 0.47178606254955124}, {'tag_name': 'ASPECT', 'parsed_value': 'frequency', 'count': 1, 'forms': [{'start_char': 1412, 'form': 'frequencies', 'end_char': 1423}], 'relevance': 0.3937087707924758}, {'tag_name': 'ASPECT', 'parsed_value': 'class=""panel panel', 'count': 1, 'forms': [{'start_char': 5, 'form': 'class=""panel panel', 'end_char': 23}], 'relevance': 0.3852973966868045}, {'tag_name': 'ASPECT', 'parsed_value': 'fundamental frequency', 'count': 1, 'forms': [{'start_char': 1521, 'form': 'fundamental frequency', 'end_char': 1542}], 'relevance': 0.3436551380228336}, {'tag_name': 'ASPECT', 'parsed_value': 'aria', 'count': 2, 'forms': [{'start_char': 510, 'form': 'aria', 'end_char': 514}, {'start_char': 1365, 'form': 'aria', 'end_char': 1369}], 'relevance': 0.3292805618460766}]"
Fourier series! coefficients,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'fourier series', 'count': 1, 'forms': [{'start_char': 0, 'form': 'Fourier series', 'end_char': 14}], 'relevance': 0.7380166241141499}, {'tag_name': 'ASPECT', 'parsed_value': 'coefficient', 'count': 1, 'forms': [{'start_char': 16, 'form': 'coefficients', 'end_char': 28}], 'relevance': 0.31283596017207216}]"
"\begin{equation*}a_k = \begin{cases}
    0 & \text{for $k=0$}\\
  \mp j\frac{3}{8} & \text{for } k=\pm 1\\
  0 & \text{for $k=\pm 2$}\\
  \pm j\frac{1}{8} & \text{for } k=\pm 3\\
  0 & \text{for $k=\pm 4, \pm 5, \pm 6,\ldots$}
  \end{cases}\end{equation*}",,False,"[{'tag_name': 'ASPECT', 'parsed_value': '\\pm', 'count': 1, 'forms': [{'start_char': 210, 'form': '\\pm', 'end_char': 213}], 'relevance': 0.5264488798576245}, {'tag_name': 'ASPECT', 'parsed_value': '\\text{for', 'count': 5, 'forms': [{'start_char': 46, 'form': '\\text{for', 'end_char': 55}, {'start_char': 87, 'form': '\\text{for', 'end_char': 96}, {'start_char': 116, 'form': '\\text{for', 'end_char': 125}, {'start_char': 161, 'form': '\\text{for', 'end_char': 170}, {'start_char': 190, 'form': '\\text{for', 'end_char': 199}], 'relevance': 0.33459972532309123}, {'tag_name': 'ASPECT', 'parsed_value': 'k=\\pm', 'count': 3, 'forms': [{'start_char': 99, 'form': 'k=\\pm', 'end_char': 104}, {'start_char': 127, 'form': 'k=\\pm', 'end_char': 132}, {'start_char': 201, 'form': 'k=\\pm', 'end_char': 206}], 'relevance': 0.32675581193856773}, {'tag_name': 'ASPECT', 'parsed_value': '\\begin{case', 'count': 1, 'forms': [{'start_char': 23, 'form': '\\begin{cases', 'end_char': 35}], 'relevance': 0.29515752000756523}, {'tag_name': 'ASPECT', 'parsed_value': '\\mp j\\frac{3}{8', 'count': 1, 'forms': [{'start_char': 68, 'form': '\\mp j\\frac{3}{8', 'end_char': 83}], 'relevance': 0.2787705305456849}, {'tag_name': 'ASPECT', 'parsed_value': '\\pm j\\frac{1}{8', 'count': 1, 'forms': [{'start_char': 142, 'form': '\\pm j\\frac{1}{8', 'end_char': 157}], 'relevance': 0.2787705305456849}, {'tag_name': 'ASPECT', 'parsed_value': 'k=\\pm 3\\\\', 'count': 1, 'forms': [{'start_char': 173, 'form': 'k=\\pm 3\\\\', 'end_char': 182}], 'relevance': 0.2787705305456849}, {'tag_name': 'ASPECT', 'parsed_value': '\\pm 6,\\ldots$', 'count': 1, 'forms': [{'start_char': 217, 'form': '\\pm 6,\\ldots$', 'end_char': 230}], 'relevance': 0.265290952415687}]"
k=0,,False,[]
k=\pm 2,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'k=\\pm', 'count': 1, 'forms': [{'start_char': 0, 'form': 'k=\\pm', 'end_char': 5}], 'relevance': 0.32675581193856773}]"
"k=\pm 4, \pm 5, \pm 6,\ldots",,False,"[{'tag_name': 'ASPECT', 'parsed_value': '\\pm', 'count': 1, 'forms': [{'start_char': 9, 'form': '\\pm', 'end_char': 12}], 'relevance': 0.5264488798576245}, {'tag_name': 'ASPECT', 'parsed_value': 'k=\\pm', 'count': 1, 'forms': [{'start_char': 0, 'form': 'k=\\pm', 'end_char': 5}], 'relevance': 0.32675581193856773}]"
\{ a_k \},,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'a_k', 'count': 1, 'forms': [{'start_char': 3, 'form': 'a_k', 'end_char': 6}], 'relevance': 0.7723944280161202}]"
a_k,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'a_k', 'count': 1, 'forms': [{'start_char': 0, 'form': 'a_k', 'end_char': 3}], 'relevance': 0.7723944280161202}]"
"\omega =
\{-9\pi, -3\pi, 3\pi, 9\pi \}",,False,[]
"f = -4.5, -1.5, 1.5,",,False,[]
"The Fourier Series coefficients are indexed in
terms of the fundamental frequency, so
 <div id=""eq-ak-sine-cubed"" class=""bookEquation"">\begin{equation*}a_k = \begin{cases}
    0 & \text{for \(k=0\)}\\
  \mp j\frac{3}{8} & \text{for } k=\pm 1\\
  0 & \text{for \(k=\pm 2\)}\\
  \pm j\frac{1}{8} & \text{for } k=\pm 3\\
  0 & \text{for \(k=\pm 4, \pm 5, \pm 6,\ldots\)}
  \end{cases}\end{equation*}</div>
 This example shows that it is not always necessary to evaluate
an integral to obtain the \(\{ a_k \}\) coefficients.
 </div></div>

 Now we can draw the spectrum (Fig.~<a class=""flink bkimg"" ref=""fig-spectrumSineCubed"">&#8251;</a>)
 because we know that we have four nonzero \(a_k\) components
located at the four frequencies: \(\omega =
\{-9\pi, -3\pi, 3\pi, 9\pi \}\) rad/sec.
 We prefer to plot the spectrum versus frequency in hertz in this
 case, so the spectrum lines are at
\(f = -4.5, -1.5, 1.5,\) and 4.5 Hz. The second harmonic is
missing and the third harmonic is at 4.5 Hz.",,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'a_k', 'count': 1, 'forms': [{'start_char': 508, 'form': 'a_k', 'end_char': 511}], 'relevance': 0.7723944280161202}, {'tag_name': 'ASPECT', 'parsed_value': '\\pm', 'count': 1, 'forms': [{'start_char': 352, 'form': '\\pm', 'end_char': 355}], 'relevance': 0.5264488798576245}, {'tag_name': 'ASPECT', 'parsed_value': 'fourier series coefficient', 'count': 1, 'forms': [{'start_char': 4, 'form': 'Fourier Series coefficients', 'end_char': 31}], 'relevance': 0.4849379041802827}, {'tag_name': 'ASPECT', 'parsed_value': 'spectrum', 'count': 2, 'forms': [{'start_char': 570, 'form': 'spectrum', 'end_char': 578}, {'start_char': 823, 'form': 'spectrum', 'end_char': 831}], 'relevance': 0.43609037181866683}, {'tag_name': 'ASPECT', 'parsed_value': 'frequency', 'count': 2, 'forms': [{'start_char': 733, 'form': 'frequencies', 'end_char': 744}, {'start_char': 839, 'form': 'frequency', 'end_char': 848}], 'relevance': 0.3937087707924758}, {'tag_name': 'OPINION', 'parsed_value': 'indexed fourier series coefficient', 'count': 1, 'forms': [{'start_char': 4, 'form': 'Fourier Series coefficients are indexed', 'end_char': 43}], 'relevance': 0.39258435040964157}, {'tag_name': 'ASPECT', 'parsed_value': 'fundamental frequency', 'count': 1, 'forms': [{'start_char': 61, 'form': 'fundamental frequency', 'end_char': 82}], 'relevance': 0.3436551380228336}, {'tag_name': 'ASPECT', 'parsed_value': '\\text{for', 'count': 3, 'forms': [{'start_char': 226, 'form': '\\text{for', 'end_char': 235}, {'start_char': 255, 'form': '\\text{for', 'end_char': 264}, {'start_char': 302, 'form': '\\text{for', 'end_char': 311}], 'relevance': 0.33459972532309123}, {'tag_name': 'ASPECT', 'parsed_value': 'k=\\pm', 'count': 1, 'forms': [{'start_char': 238, 'form': 'k=\\pm', 'end_char': 243}], 'relevance': 0.32675581193856773}, {'tag_name': 'ASPECT', 'parsed_value': 'coefficient', 'count': 1, 'forms': [{'start_char': 517, 'form': 'coefficients', 'end_char': 529}], 'relevance': 0.31283596017207216}]"
Fourier series! spectrum plot,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'fourier series', 'count': 1, 'forms': [{'start_char': 0, 'form': 'Fourier series', 'end_char': 14}], 'relevance': 0.7380166241141499}, {'tag_name': 'ASPECT', 'parsed_value': 'spectrum plot', 'count': 1, 'forms': [{'start_char': 16, 'form': 'spectrum plot', 'end_char': 29}], 'relevance': 0.3992738563343047}]"
"Chapter03/art/spectrumSineCubed ~ Spectrum of the &#8220;sine-cubed&#8221; signal derived from its Fourier Series
coefficients. Only the range from $-5$ to $+5$ Hz  is shown.
 The complex amplitude of each spectrum line is equal to the Fourier Series
coefficient $a_k$ for that frequency, $kf_0$.",,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'fourier series', 'count': 2, 'forms': [{'start_char': 99, 'form': 'Fourier Series', 'end_char': 113}, {'start_char': 238, 'form': 'Fourier Series', 'end_char': 252}], 'relevance': 0.7380166241141499}, {'tag_name': 'OPINION', 'parsed_value': 'complex amplitude', 'count': 1, 'forms': [{'start_char': 182, 'form': 'complex amplitude', 'end_char': 199}], 'relevance': 0.5162984846650833}, {'tag_name': 'ASPECT', 'parsed_value': 'spectrum', 'count': 1, 'forms': [{'start_char': 34, 'form': 'Spectrum', 'end_char': 42}], 'relevance': 0.43609037181866683}, {'tag_name': 'ASPECT', 'parsed_value': 'frequency', 'count': 1, 'forms': [{'start_char': 281, 'form': 'frequency', 'end_char': 290}], 'relevance': 0.3937087707924758}, {'tag_name': 'ASPECT', 'parsed_value': 'art', 'count': 1, 'forms': [{'start_char': 10, 'form': 'art', 'end_char': 13}], 'relevance': 0.36287786318751}, {'tag_name': 'ASPECT', 'parsed_value': 'chapter03', 'count': 1, 'forms': [{'start_char': 0, 'form': 'Chapter03', 'end_char': 9}], 'relevance': 0.3574173971808584}, {'tag_name': 'ASPECT', 'parsed_value': 'coefficient', 'count': 1, 'forms': [{'start_char': 115, 'form': 'coefficients', 'end_char': 127}], 'relevance': 0.31283596017207216}, {'tag_name': 'ASPECT', 'parsed_value': 'signal', 'count': 1, 'forms': [{'start_char': 75, 'form': 'signal', 'end_char': 81}], 'relevance': 0.3091434076136966}, {'tag_name': 'ASPECT', 'parsed_value': 'hz', 'count': 1, 'forms': [{'start_char': 162, 'form': 'Hz', 'end_char': 164}], 'relevance': 0.30166072718784825}, {'tag_name': 'ASPECT', 'parsed_value': 'spectrum line', 'count': 1, 'forms': [{'start_char': 208, 'form': 'spectrum line', 'end_char': 221}], 'relevance': 0.29656619911701476}]"
a_k,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'a_k', 'count': 1, 'forms': [{'start_char': 0, 'form': 'a_k', 'end_char': 3}], 'relevance': 0.7723944280161202}]"
kf_0,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'kf_0', 'count': 1, 'forms': [{'start_char': 0, 'form': 'kf_0', 'end_char': 4}], 'relevance': 0.2801200268553405}]"
\sin^3(\cdot),,False,"[{'tag_name': 'ASPECT', 'parsed_value': '\\sin^3(\\cdot', 'count': 1, 'forms': [{'start_char': 0, 'form': '\\sin^3(\\cdot', 'end_char': 12}], 'relevance': 0.2801200268553405}]"
\sin(\cdot),,False,"[{'tag_name': 'ASPECT', 'parsed_value': '\\sin(\\cdot', 'count': 1, 'forms': [{'start_char': 0, 'form': '\\sin(\\cdot', 'end_char': 10}], 'relevance': 0.32091319622476255}]"
"<div class=""row clearBoth"">
									<div class=""thumbnail"">
									  <img id=""fig-spectrumSineCubed"" src=""ITS_FILES/BOOK4/Chapter03/art/spectrumSineCubed.png"" style=""max-height:100px"">
									  <div class=""caption text-center text-muted"">Spectrum of the &#8220;sine-cubed&#8221; signal derived from its Fourier Series
coefficients. Only the range from \(-5\) to \(+5\) Hz  is shown.
 The complex amplitude of each spectrum line is equal to the Fourier Series
coefficient \(a_k\) for that frequency, \(kf_0\).</div>
									</div>
								  </div>
 <div class=""panel panel-default""><div class=""panel-heading""><strong>EXERCISE</strong></div><div class=""panel-body"">Use the Fourier integral to determine all the
 Fourier Series coefficients of the &#8220;sine-cubed&#8221; signal.
 In other words, evaluate the integral
  \[
   a_k
   = \frac{1}{T_0}\int_{0}^{T_0} \sin^3 (3\pi t)
   e^{ -j(2\pi/T_0)k t }  dt
  \]
  for all \(k\).
  
 <i>Hints:</i> find the period first, so that the integration interval is
known. In addition, you might find it easier to convert the
\(\sin^3(\cdot)\) function to exponential form (via the inverse
Euler formula for \(\sin(\cdot)\)) before doing the Fourier integral
on each of four different terms. If you then invoke the
orthogonality property on each integral, you should get exactly
the same answer as <a class=""flink bkeq"" ref=""eq-ak-sine-cubed""><span ref=""eq-ak-sine-cubed"" class=""glyphicon glyphicon-option-horizontal"" aria-hidden=""true""></span></a>.</div></div>
<div class=""panel panel-default""><div class=""panel-heading""><strong>EXERCISE</strong></div><div class=""panel-body"">Make a sketch of the spectrum of the signal defined by:
 \[
   x(t) = \sum\limits_{k=-3}^3 \frac{1}{1 + jk}   e^{jkt}
 \]</div></div>",,False,"[{'tag_name': 'OPINION', 'parsed_value': 'complex amplitude', 'count': 1, 'forms': [{'start_char': 398, 'form': 'complex amplitude', 'end_char': 415}], 'relevance': 0.8593782089008946}, {'tag_name': 'ASPECT', 'parsed_value': 'class=""glyphicon glyphicon', 'count': 1, 'forms': [{'start_char': 1443, 'form': 'class=""glyphicon glyphicon', 'end_char': 1469}], 'relevance': 0.6319062290193951}, {'tag_name': 'ASPECT', 'parsed_value': 'class=""flink bkeq', 'count': 1, 'forms': [{'start_char': 1372, 'form': 'class=""flink bkeq', 'end_char': 1389}], 'relevance': 0.6319062290193951}, {'tag_name': 'ASPECT', 'parsed_value': 'class=""panel panel', 'count': 2, 'forms': [{'start_char': 568, 'form': 'class=""panel panel', 'end_char': 586}, {'start_char': 1539, 'form': 'class=""panel panel', 'end_char': 1557}], 'relevance': 0.628776376460215}, {'tag_name': 'ASPECT', 'parsed_value': 'frequency', 'count': 1, 'forms': [{'start_char': 499, 'form': 'frequency', 'end_char': 508}], 'relevance': 0.6036382944042591}, {'tag_name': 'ASPECT', 'parsed_value': 'spectrum', 'count': 1, 'forms': [{'start_char': 1670, 'form': 'spectrum', 'end_char': 1678}], 'relevance': 0.5718013358680853}, {'tag_name': 'ASPECT', 'parsed_value': 'signal', 'count': 3, 'forms': [{'start_char': 287, 'form': 'signal', 'end_char': 293}, {'start_char': 786, 'form': 'signal', 'end_char': 792}, {'start_char': 1686, 'form': 'signal', 'end_char': 1692}], 'relevance': 0.5333072951746883}, {'tag_name': 'ASPECT', 'parsed_value': 'hz', 'count': 1, 'forms': [{'start_char': 378, 'form': 'Hz', 'end_char': 380}], 'relevance': 0.5198013285997853}, {'tag_name': 'ASPECT', 'parsed_value': 'a_k', 'count': 1, 'forms': [{'start_char': 844, 'form': 'a_k', 'end_char': 847}], 'relevance': 0.506971310564246}, {'tag_name': 'ASPECT', 'parsed_value': 'default""><div class=""panel', 'count': 2, 'forms': [{'start_char': 587, 'form': 'default""><div class=""panel', 'end_char': 613}, {'start_char': 1558, 'form': 'default""><div class=""panel', 'end_char': 1584}], 'relevance': 0.41435766282336517}]"
The Spectrum of a Sum of Sinusoids,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'spectrum', 'count': 1, 'forms': [{'start_char': 4, 'form': 'Spectrum', 'end_char': 12}], 'relevance': 0.5718013358680853}, {'tag_name': 'ASPECT', 'parsed_value': 'sinusoids', 'count': 1, 'forms': [{'start_char': 25, 'form': 'Sinusoids', 'end_char': 34}], 'relevance': 0.3542502583116143}, {'tag_name': 'ASPECT', 'parsed_value': 'sum', 'count': 1, 'forms': [{'start_char': 18, 'form': 'Sum', 'end_char': 21}], 'relevance': 0.3504099413916648}]"
"For this chapter, we prefer cyclic frequency $f_k$ to radian frequency $\omega_k=2\pi f_k$, because it is easier to describe physical quantities such as musical notes in Hz.",,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'hz', 'count': 1, 'forms': [{'start_char': 170, 'form': 'Hz', 'end_char': 172}], 'relevance': 0.5198013285997853}, {'tag_name': 'ASPECT', 'parsed_value': 'radian frequency', 'count': 1, 'forms': [{'start_char': 54, 'form': 'radian frequency', 'end_char': 70}], 'relevance': 0.3443355303412374}, {'tag_name': 'ASPECT', 'parsed_value': 'physical quantity', 'count': 1, 'forms': [{'start_char': 125, 'form': 'physical quantities', 'end_char': 144}], 'relevance': 0.3443355303412374}, {'tag_name': 'ASPECT', 'parsed_value': 'musical note', 'count': 1, 'forms': [{'start_char': 153, 'form': 'musical notes', 'end_char': 166}], 'relevance': 0.3443355303412374}, {'tag_name': 'ASPECT', 'parsed_value': 'cyclic frequency', 'count': 1, 'forms': [{'start_char': 28, 'form': 'cyclic frequency', 'end_char': 44}], 'relevance': 0.3267570129613974}, {'tag_name': 'ASPECT', 'parsed_value': '\\omega_k=2\\pi f_k$', 'count': 1, 'forms': [{'start_char': 72, 'form': '\\omega_k=2\\pi f_k$', 'end_char': 90}], 'relevance': 0.3267570129613974}, {'tag_name': 'ASPECT', 'parsed_value': 'chapter', 'count': 1, 'forms': [{'start_char': 9, 'form': 'chapter', 'end_char': 16}], 'relevance': 0.3205825989392913}, {'tag_name': 'ASPECT', 'parsed_value': 'f_k$', 'count': 1, 'forms': [{'start_char': 46, 'form': 'f_k$', 'end_char': 50}], 'relevance': 0.27444672082632227}]"
f_k,,False,[]
\omega_k=2\pi f_k,,False,"[{'tag_name': 'ASPECT', 'parsed_value': '\\omega_k=2\\pi', 'count': 1, 'forms': [{'start_char': 0, 'form': '\\omega_k=2\\pi', 'end_char': 13}], 'relevance': 0.32091319622476255}]"
X_0=A_0,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'x_0', 'count': 1, 'forms': [{'start_char': 0, 'form': 'X_0', 'end_char': 3}], 'relevance': 0.4363861569863965}, {'tag_name': 'ASPECT', 'parsed_value': 'a_0', 'count': 1, 'forms': [{'start_char': 4, 'form': 'A_0', 'end_char': 7}], 'relevance': 0.3875346130397798}]"
f_k,,False,[]
\begin{align*}x(t)=  A_0+\sum\limits_{k=1}^N A_k \cos(2 \pi f_k t + \phi_k)\end{align*},,False,"[{'tag_name': 'ASPECT', 'parsed_value': '\\cos(2 \\pi f_k t', 'count': 1, 'forms': [{'start_char': 49, 'form': '\\cos(2 \\pi f_k t', 'end_char': 65}], 'relevance': 0.657470046180247}]"
\begin{align*}x(t)= X_0+\sum\limits_{k=1}^N \Re{e} \left\{X_k e^{ j2 \pi f_kt}\right\}\end{align*},,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'j2 \\pi', 'count': 1, 'forms': [{'start_char': 66, 'form': 'j2 \\pi', 'end_char': 72}], 'relevance': 0.3995662720897918}, {'tag_name': 'ASPECT', 'parsed_value': '\\begin{align*}x(t)=', 'count': 1, 'forms': [{'start_char': 0, 'form': '\\begin{align*}x(t)=', 'end_char': 19}], 'relevance': 0.34006092919770564}]"
